,smiles_parent,PC_uM_sign,PC_uM_value
572,COc1ccc(OC)c(NCc2coc3nc(N)nc(N)c23)c1,>,21.0
573,COc1cc(NCc2c[nH]c3nc(N)nc(N)c23)cc(OC)c1OC,>,23.0
574,COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1OC,,119.0
575,COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1,,279.0
576,COc1ccc(OC)c(NCc2c[nH]c3nc(N)nc(N)c23)c1,,45.7
577,CCOc1ccc(OCC)c(NCc2c[nH]c3nc(N)nc(N)c23)c1,>,21.0
578,Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)c[nH]c2n1,,35.3
579,Nc1nc(N)c2c(CNc3cccc4ccccc34)c[nH]c2n1,,307.0
580,Nc1nc(N)c2c(CNc3ccccc3)c[nH]c2n1,,252.0
581,Nc1nc(N)c2c(CNc3ccc(C(=O)NC(CC(=O)O)C(=O)O)cc3)c[nH]c2n1,,0.038
582,COc1ccc(OC)c(N(C)Cc2c[nH]c3nc(N)nc(N)c23)c1,>,12.0
583,CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1,,28.3
584,CN(Cc1c[nH]c2nc(N)nc(N)c12)c1cccc2ccccc12,,209.0
585,COc1ccc(SCc2c[nH]c3nc(N)nc(N)c23)cc1OC,,11.1
586,Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1,,58.5
587,Nc1nc(N)c2c(CSc3cccc4ccccc34)c[nH]c2n1,,10.6
588,Nc1nc(N)c2c(CSc3ccc4ccccc4c3)c[nH]c2n1,,929.0
589,CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(C(=O)NC(CC(=O)O)C(=O)O)cc1,,0.044
590,COc1cc(NCc2csc3nc(N)nc(N)c23)cc(OC)c1OC,>,10.0
591,COc1ccc(OC)c(NCc2csc3nc(N)nc(N)c23)c1,>,10.0
592,COc1cc(N(C)Cc2csc3nc(N)nc(N)c23)cc(OC)c1OC,>,10.0
593,COc1ccc(OC)c(N(C)Cc2csc3nc(N)nc(N)c23)c1,>,10.0
594,Nc1nc(N)c2c(CNc3cc(Cl)c(-n4cccc4)c(Cl)c3)csc2n1,>,10.0
595,Nc1nc(N)c2c(Cc3ccccc3)c[nH]c2n1,>,189.0
596,Nc1nc(N)c2c(CSc3ccccc3)coc2n1,>,26.0
597,Nc1nc(N)c2c(CSc3cccc4ccccc34)coc2n1,,19.0
598,Nc1nc(N)c2c(CSc3ccc4ccccc4c3)coc2n1,,0.65
599,Nc1nc(N)c2c(CNc3cccc4ccccc34)coc2n1,,13.5
600,Nc1nc(N)c2c(CNc3ccc4ccccc4c3)coc2n1,,41.0
601,Nc1nc(N)c2c(COc3ccc4ccccc4c3)coc2n1,,14.0
602,Nc1nc(N)c2c(CNc3ccccc3Oc3ccccc3)coc2n1,>,12.0
603,Nc1nc(N)c2c(CNc3ccc(Oc4ccccc4)cc3)coc2n1,,8.1
604,Nc1nc(N)c2c(CNc3ccccc3-c3ccccc3)coc2n1,,7.7
605,CN(Cc1coc2nc(N)nc(N)c12)c1ccc2ccccc2c1,,14.8
606,Nc1nc(N)c2c(CNc3cc(Cl)ccc3Cl)coc2n1,,50.9
607,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1,,44.8
608,CN(Cc1coc2nc(N)nc(N)c12)c1cc(Cl)c(Cl)c(Cl)c1,,284.0
609,COc1ccc(NCc2coc3nc(N)nc(N)c23)cc1,>,31.3
610,COc1ccc(OC)c(N(C)Cc2coc3nc(N)nc(N)c23)c1,>,27.0
611,Nc1nc(N)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2n1,,1.2
612,Nc1nc(N)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cn(-c3ccccc3)c2n1,>,19.0
613,COc1ccc(OC)c(-c2sc3nc(N)nc(N)c3c2C)c1,,4.8
614,COc1ccc(OC)c(Cc2sc3nc(N)nc(N)c3c2C)c1,,14.0
615,COc1ccc(OC)c(CCc2sc3nc(N)nc(N)c3c2C)c1,,1.2
616,COc1cc(-c2sc3nc(N)nc(N)c3c2C)cc(OC)c1OC,>,8.0
617,COc1cc(Cc2sc3nc(N)nc(N)c3c2C)cc(OC)c1OC,>,8.0
618,COc1cc(CCc2sc3nc(N)nc(N)c3c2C)cc(OC)c1OC,>,8.0
619,COc1ccc(OC)c(CCc2csc3nc(N)nc(N)c23)c1,,28.0
620,COc1ccc(OC)c(CCCc2csc3nc(N)nc(N)c23)c1,,55.0
621,Cc1c(-c2ccccc2)sc2nc(N)nc(N)c12,,26.0
622,Cc1c(-c2ccc(Cl)c(Cl)c2)sc2nc(N)nc(N)c12,,16.0
623,Cc1c(Cc2ccccc2)sc2nc(N)nc(N)c12,,35.0
624,Cc1sc2nc(N)nc(N)c2c1-c1ccc(Cl)cc1,>,100.0
625,Cc1sc2nc(N)nc(N)c2c1Cc1ccccc1,>,100.0
626,Nc1nc(N)c2c3c(sc2n1)CCCC3,,2.1
627,Nc1nc(N)c2c3c(sc2n1)CCCCC3,,1.4
628,Nc1nc(N)c2c3c(sc2n1)CCCCCC3,,6.5
629,Nc1nc(N)c2c3c(sc2n1)CCCCCCCCCC3,>,50.0
630,Nc1nc(N)c2c3c(sc2n1)CN(c1ccccc1)CC3,,5.2
631,COc1cc(Cc2sc3nc(N)nc(N)c3c2C)c(Br)c(OC)c1OC,>,12.0
632,COc1cc(CCc2csc3nc(N)nc(N)c23)c(Br)c(OC)c1OC,,49.0
633,COc1cc(NCc2csc3nc(N)nc(N)c23)c(Br)c(OC)c1OC,,200.0
634,COc1cc(NCc2c(Br)sc3nc(N)nc(N)c23)cc(OC)c1OC,,13.0
635,COc1ccc(OC)c(NCc2c(Br)sc3nc(N)nc(N)c23)c1,>,100.0
636,COc1cc(N(C)Cc2c(Br)sc3nc(N)nc(N)c23)cc(OC)c1OC,,31.0
637,COc1ccc(OC)c(N(C)Cc2c(Br)sc3nc(N)nc(N)c23)c1,>,10.0
638,Nc1nc(N)c2c(CNc3cc(Cl)c(-n4cccc4)c(Cl)c3)c(Br)sc2n1,,7.5
639,Nc1nc(N)c2c(-c3ccccc3)c[nH]c2n1,>,186.0
640,Nc1nc(N)c2c(-c3ccc(Cl)cc3)c[nH]c2n1,>,161.0
641,Nc1nc(N)c2c(-c3ccc(Cl)c(Cl)c3)c[nH]c2n1,,33.0
642,COc1cc(-c2c[nH]c3nc(N)nc(N)c23)cc(OC)c1OC,,8.3
643,Nc1nc(N)c2c(CNc3cccc4cc5ccccc5cc34)coc2n1,,51.0
644,Nc1nc(N)c2c(CNc3ccc4cc5ccccc5cc4c3)coc2n1,>,14.0
645,Nc1nc(N)c2c(CNc3cccc4c3Cc3ccccc3-4)coc2n1,>,29.0
646,Nc1nc(N)c2c(CNc3ccc4c(c3)Cc3ccccc3-4)coc2n1,,36.2
647,COc1cc2c(cc1NCc1coc3nc(N)nc(N)c13)oc1ccccc12,,10.3
648,CCn1c2ccccc2c2cc(NCc3coc4nc(N)nc(N)c34)ccc21,,16.2
649,Nc1nc(N)c2c(CNc3ccc4c(c3)C(O)c3ccccc3-4)coc2n1,>,13.0
650,Nc1nc(N)c2c(CNc3ccc4c(c3)C(=O)c3ccccc3-4)coc2n1,>,63.0
651,Nc1nc(N)c2c(CNc3cccc4c3-c3ccccc3C4=O)coc2n1,,19.3
652,COc1cc2c(cc1N(C)Cc1coc3nc(N)nc(N)c13)oc1ccccc12,>,54.0
653,CCn1c2ccccc2c2cc(N(C)Cc3coc4nc(N)nc(N)c34)ccc21,,18.7
654,Nc1nc(N)c2c(CSc3ccccc3-c3ccccc3)coc2n1,,46.0
655,Nc1nc(N)c2c(CSc3cccc(-c4ccccc4)c3)coc2n1,,22.0
656,Nc1nc(N)c2c(CSc3ccc(-c4ccccc4)cc3)coc2n1,,41.0
657,Nc1nc(N)c2c(CSc3cccc(Oc4ccccc4)c3)coc2n1,,33.0
658,Nc1nc(N)c2c(CSc3ccccc3Oc3ccccc3)coc2n1,,14.0
659,Nc1nc(N)c2c(CSc3ccc(Oc4ccccc4)cc3)coc2n1,,25.0
660,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,,40.0
661,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,>,20.0
662,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,>,15.0
663,COc1ccc(Sc2c(C)[nH]c3nc(N)[nH]c(=O)c23)cc1OC,>,21.0
664,COc1ccc(OC)c(NCc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c1,,47.0
665,COc1cc(NCc2c(C)[nH]c3nc(N)[nH]c(=O)c23)cc(OC)c1,,20.0
666,COc1ccc(NCc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c(OC)c1,,16.0
667,COc1cc(NCc2c(C)[nH]c3nc(N)[nH]c(=O)c23)cc(OC)c1OC,,22.0
668,Cc1[nH]c2nc(N)[nH]c(=O)c2c1CNc1cc(Cl)ccc1Cl,,25.0
669,Cc1[nH]c2nc(N)[nH]c(=O)c2c1CNc1cc(Cl)cc(Cl)c1,,66.2
670,Cc1[nH]c2nc(N)[nH]c(=O)c2c1CNc1ccc(Cl)cc1Cl,,15.0
671,Cc1[nH]c2nc(N)[nH]c(=O)c2c1CNc1cccc(Cl)c1,,26.0
672,COc1ccc(OC)c(N(C)Cc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c1,,56.0
673,COc1cc(OC)cc(N(C)Cc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c1,,87.0
674,COc1cc(N(C)Cc2c(C)[nH]c3nc(N)[nH]c(=O)c23)cc(OC)c1OC,,45.0
675,Nc1nc(N)c2nc(-c3ccccc3)[nH]c2n1,,153.0
676,COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1OC,,59.4
677,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1OC,,17.0
678,COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1,,31.5
679,COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,,22.0
680,COc1ccc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c1,,37.4
681,COc1cc(OC)cc(-c2nc3c(N)nc(N)nc3[nH]2)c1,,9.0
682,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,,12.0
683,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1,,14.0
684,Nc1nc(N)c2nc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1,,19.5
685,Nc1nc(N)c2nc(-c3c(Cl)cccc3Cl)[nH]c2n1,,11.0
686,COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1O,,68.0
687,COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)c([N+](=O)[O-])cc1OC,,25.0
688,Nc1nc(N)c2nc(-c3ccc(-c4ccccc4)cc3)[nH]c2n1,,605.0
689,Nc1nc(N)c2nc(-c3ccncc3)[nH]c2n1,,18.0
690,Nc1nc(N)c2nc(-c3ccc4ccccc4c3)[nH]c2n1,,113.0
691,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c2ccccc12,,13.0
692,Nc1nc(N)c2[nH]c(C3C4C=CC=CC4C4C=CC=CC43)nc2n1,,35.0
693,Nc1nc(N)c2nc(Cc3ccccc3)[nH]c2n1,,9.8
694,COc1cc(NCc2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1OC,,34.0
695,COc1ccc(OC)c(NCc2nc3c(N)nc(N)nc3[nH]2)c1,,29.0
696,Nc1nc(N)c2nc(CSc3ccc4ccccc4c3)[nH]c2n1,,105.0
697,COc1cc(CC2CCc3nc(N)nc(N)c32)cc(OC)c1OC,>,32.0
698,COc1cc(CCC2CCc3nc(N)nc(N)c32)cc(OC)c1OC,,1.8
699,COc1cc(CCCC2CCc3nc(N)nc(N)c32)cc(OC)c1OC,,1.3
700,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1-n1cccc1,,12.8
701,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N1CCCC1,,50.2
702,Nc1ncc(Cc2cc(Cl)c(-n3cccc3)c(Cl)c2)c(N)n1,,6.4
703,CSc1cc(Cc2cnc(N)nc2N)cc(SC)c1-n1cccc1,,5.0
704,COc1cc(Cc2cnc(N)nc2N)cc(-n2cccc2)c1OC,,4.5
705,Cc1c(-n2c(C)ccc2C)cc(Cc2cnc(N)nc2N)cc1-n1c(C)ccc1C,,2.8
706,COc1c(-n2cccc2)cc(Cc2cnc(N)nc2N)cc1-n1cccc1,,1.7
707,COc1cc(Cc2cnc(N)nc2N)cc(OCc2ccccc2)c1-n1cccc1,,1.3
708,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,,0.8
709,COc1cc(Cc2cnc(N)nc2N)c(Br)c(OC)c1OC,,0.95
710,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OCC=C2,,1.5
711,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,12.0
712,CCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1,,19.0
713,CCCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1,,14.0
714,CCCCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1,,5.6
715,CCCCCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1,,44.0
716,CCCCCCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1,,51.0
717,COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N,,0.049
718,COc1ccc(OCCCCCCC(=O)O)cc1Cc1cnc(N)nc1N,,2.6
719,COc1ccc(OCCCCCC(=O)O)cc1Cc1cnc(N)nc1N,,0.8
720,COc1ccc(OCCCCCCCC(=O)O)cc1Cc1cnc(N)nc1N,,7.1
721,COc1ccc(OCCCCCCCCC(=O)O)cc1Cc1cnc(N)nc1N,,4.8
722,COc1ccc(OCCCC(=O)O)cc1Cc1cnc(N)nc1N,,0.25
723,COc1cc(Cc2cnc(N)nc2N)cc(OCC(N)=O)c1Br,,14.0
724,COc1cc(N2CCc3c(c(=O)[nH]c4nc(N)nc(N)c34)C2)cc(OC)c1OC,>,5.0
725,COc1cc(N2C=C3C(=O)N=c4nc(N)nc(N)c4=C3CC2)cc(OC)c1OC,,1.28
726,COc1c(Cl)c(-n2ccc3c4c(N)nc(N)nc4nc(=O)c-3c2)c(Cl)c(OC)c1OC,>,1.0
727,COc1cc(N2CCc3c(cnc4nc(N)nc(N)c34)C2)cc(OC)c1OC,>,2.27
728,COc1cc(N2C=Cc3c(cnc4nc(N)nc(N)c34)C2)cc(OC)c1OC,,4.6
729,COc1cc(N2CCC3c4c(N)nc(N)nc4NCC3C2)cc(OC)c1OC,,2.2
730,COc1ccc2ccc3cc4c(N)nc(N)nc4nc3c2c1,>,1.85
731,COc1cc(CN2Cc3c(c4c(N)nc(N)nc4[nH]c3=O)C2)cc(OC)c1OC,,94.5
732,COc1cc(CN2C=C3C(=O)N=c4nc(N)nc(N)c4=C3C2)cc(OC)c1OC,,3.1
733,COc1cc(CN2Cc3cnc4nc(N)nc(N)c4c3C2)cc(OC)c1OC,,12.6
734,COc1cc(CN2Cc3c(c4c(N)nc(N)nc4[nH]c3=O)C2)cc(OC)c1OC,,94.5
735,COc1cc(CN2C=C3C(=O)N=c4nc(N)nc(N)c4=C3C2)cc(OC)c1OC,,3.1
736,COc1cc(CN2Cc3cnc4nc(N)nc(N)c4c3C2)cc(OC)c1OC,,12.6
737,Nc1nc(N)c2c(n1)C1CCC(C2)C1,,6.1
738,Nc1nc(N)c2c(n1)C1CCC2C1,,117.0
739,CC1(C)C2Cc3c(N)nc(N)nc3C1C2,,77.0
740,Nc1nc(N)c2c(n1)C1CCN2CC1,>,46.0
741,Nc1nc(N)c2c(n1)CC1CC(=O)CC2C1,,260.0
742,CCC=CCC1=C(C)Cc2c(N)nc(N)nc21,,176.0
743,Nc1nc(N)c2c(n1)-c1ccsc1CC2,>,352.0
744,Nc1nc(N)c2c(n1)-c1ccccc1C2,>,205.0
745,Nc1nc(N)c2cc3c(nc2n1)CCc1ccccc1-3,,0.65
746,COc1ccc2c(c1)-c1cc3c(N)nc(N)nc3nc1CC2,,0.22
747,COc1ccc2c(c1)CCc1nc3nc(N)nc(N)c3cc1-2,,7.7
748,Nc1nc(N)c2cc3c(ccc4ccccc43)nc2n1,,0.17
749,COc1ccc2ccc3nc4nc(N)nc(N)c4cc3c2c1,,0.7
750,Nc1nc(N)c2cc3c(nc2n1)-c1ccccc1CC3,,15.8
751,COc1ccc2c(c1)-c1nc3nc(N)nc(N)c3cc1CC2,,38.4
752,COc1cccc2c1CCc1cc3c(N)nc(N)nc3nc1-2,,8.6
753,COc1ccc2c(c1)CCc1cc3c(N)nc(N)nc3nc1-2,,6.7
754,Nc1nc(N)c2cc3ccc4ccccc4c3nc2n1,>,0.4
755,COc1ccc(Cc2cc(N)nc(N)n2)c(OC)c1OC,>,30.0
